[2025-03-12 14:26:22] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-12 14:26:22] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-12 14:26:22] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-12 14:26:23] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-12 14:26:23] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-12 14:26:23] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-12 14:26:24] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582\
[2025-03-12 14:26:24] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/site-one/
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/shake.css?simply_static_page=106
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 246 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/shake.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999eb17c6-oULHCT.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/shake.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:7f77c53b4d18ec330583d40ee1b03062030a1a0e===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/shake.min.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1073; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999eb7d1c-MXs5ds.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/shake.min.css?simply_static_page=107
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/shake.min.css?simply_static_page=107
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 184 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/shake.min.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999eb7d1c-MXs5ds.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/shake.min.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:e001cef697cb1ccbae9bcd390e086748aff762a9===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1072; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999ebdfc4-c8B9Eh.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.css?simply_static_page=108
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.css?simply_static_page=108
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 191 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999ebdfc4-c8B9Eh.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:e7a5c3dbbfa6dd17912a395193ac0381165ab29d===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.min.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1071; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999ec4267-T94EyZ.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.min.css?simply_static_page=109
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.min.css?simply_static_page=109
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 153 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.min.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999ec4267-T94EyZ.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.min.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:5143aa2148b55e01f763b6425a5e1ef13fdcf5ab===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1070; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999eccab5-qZ0WjW.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.css?simply_static_page=110
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.css?simply_static_page=110
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 191 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999eccab5-qZ0WjW.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:239d4fc2d09a922f35deb604bf6a6d5d24c814ec===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1069; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999ed4b87-FbKzHz.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min.css?simply_static_page=111
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min.css?simply_static_page=111
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 153 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999ed4b87-FbKzHz.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:8487e642dda1b8f34ba93fe5ffcc82549414754a===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1068; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999edbb3f-2iDr0F.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.css?simply_static_page=112
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.css?simply_static_page=112
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 193 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999edbb3f-2iDr0F.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:bb17f2e0ea45bef0e022c53b2f757d95fea01b7b===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1067; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999ee1a45-2liDZt.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min.css?simply_static_page=113
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min.css?simply_static_page=113
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 155 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999ee1a45-2liDZt.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.min.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:53e27a4ca78f4d4ce16cf36554bf914d5e1e3e8e===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1066; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999ee7c6b-LIO8ce.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.css?simply_static_page=114
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.css?simply_static_page=114
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 184 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999ee7c6b-LIO8ce.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:a8225cb3a49d42ea1a9990dd2fcbc244fd6cc644===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1065; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999eee592-r79Ifq.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css?simply_static_page=115
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css?simply_static_page=115
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 146 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999eee592-r79Ifq.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:cac15fdcefc0f1912a6c56d1a46d6570182f3be1===. Value: FALSE
